filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
1992|21|"bwd_cits"|1090|3.856881|2.448679|10.24984|1.757679|0|0|1|2|3|5|7|12|21
1992|22|"bwd_cits"|2|2.5|2.12132|1|0|1|1|1|1|2.5|4|4|4|4
1992|23|"bwd_cits"|1841|4.608908|2.673381|15.65749|2.394411|0|1|2|3|4|6|8|15|33
1992|24|"bwd_cits"|893|4.292273|2.094921|6.372618|1.255205|0|1|2|3|4|5|7|11|16
1992|25|"bwd_cits"|2430|4.441564|2.657257|11.67722|2.004569|0|1|2|3|4|6|8|14|30
1992|26|"bwd_cits"|1951|4.361866|2.43653|8.602509|1.527417|0|0|2|3|4|5|7|12|23
1992|27|"bwd_cits"|1571|4.250796|2.276043|6.517821|1.397303|0|1|2|3|4|5|7|12|17
1992|28|"bwd_cits"|2282|3.975022|2.500467|10.83058|1.900601|0|0|1|2|4|5|7|13|25
1992|29|"bwd_cits"|2389|5.058602|2.996634|10.0028|1.813841|0|0|2|3|4|6|9|15|32
1992|30|"bwd_cits"|855|4.422222|2.429468|9.766617|1.638067|0|1|2|3|4|6|8|12|25
1992|31|"bwd_cits"|2095|4.776611|2.545428|10.78932|1.951931|0|1|2|3|4|6|8|14|26
1992|32|"bwd_cits"|2292|4.497818|2.473164|18.98527|2.571354|0|1|2|3|4|5|7|14|35
1992|33|"bwd_cits"|954|4.696017|2.586154|12.54666|2.216037|0|1|2|3|4|6|8|14|24
1992|34|"bwd_cits"|1022|4.842466|2.970906|16.66394|2.603097|0|1|2|3|4|6|8|16|33
1992|35|"bwd_cits"|1777|4.802476|2.611227|8.253141|1.736815|0|1|2|3|4|6|8|14|21
1993|1|"bwd_cits"|3341|4.069141|2.472788|28.09105|2.835802|0|0|2|3|4|5|7|12|43
1993|2|"bwd_cits"|2716|3.87187|2.624394|24.2852|2.780025|0|0|1|2|3|5|7|12|40
1993|3|"bwd_cits"|1679|3.440738|2.215969|13.71613|1.914196|0|0|1|2|3|5|6|11|26
1993|4|"bwd_cits"|832|2.97476|2.044178|5.825576|1.297695|0|0|1|2|3|4|5|10|13
1993|5|"bwd_cits"|874|3.100687|1.826726|5.595836|1.046762|0|0|1|2|3|4|5|8|12
1993|6|"bwd_cits"|2383|2.789761|2.397493|30.2203|3.32324|0|0|0|1|2|4|5|11|37
1993|7|"bwd_cits"|44|3.431818|3.480161|6.877372|1.855623|0|0|0|1|3|5|7|16|16
1993|8|"bwd_cits"|1410|3.308511|2.458282|18.17499|2.435673|0|0|1|2|3|4|6|11|30
1993|9|"bwd_cits"|2688|4.162574|11.77752|568.6874|22.60939|0|0|1|2|3|5|6|13|323
1993|10|"bwd_cits"|2743|4.039373|2.577023|21.55951|2.656548|0|0|2|2|4|5|7|13|36
1993|11|"bwd_cits"|364|3.884615|2.985343|13.32393|2.070804|0|0|1|2|4|5|7|14|27
1993|12|"bwd_cits"|830|5.110843|3.180877|11.35903|1.964698|0|0|2|3|4|7|9|16|30
1993|13|"bwd_cits"|2882|5.239417|2.863358|7.622324|1.59778|0|1|2|3|5|6|9|15|25
1993|14|"bwd_cits"|3157|3.707951|3.652383|566.9905|16.39952|0|0|1|2|3|5|7|13|137
1993|15|"bwd_cits"|1920|2.78125|2.533993|17.79095|2.479126|0|0|0|1|2|4|6|11|30
1993|16|"bwd_cits"|2543|3.554463|3.121725|30.25747|3.443245|0|0|1|2|3|5|7|14|43
1993|17|"bwd_cits"|2554|3.763117|2.502774|19.07322|2.562327|0|0|1|2|3|5|6|12|34
1993|18|"bwd_cits"|617|5.103728|2.986268|6.188127|1.288721|0|0|2|3|5|7|9|15|20
1993|19|"bwd_cits"|2075|4.762892|3.584719|34.67686|3.988496|0|0|2|3|4|6|8|17|46
1993|20|"bwd_cits"|1429|4.107768|2.514858|7.276743|1.49697|0|0|1|2|4|5|7|13|20
1993|21|"bwd_cits"|983|4.120041|2.750641|11.01769|1.94614|0|0|1|2|4|5|7|13|27
1993|22|"bwd_cits"|4|1.75|.5|2.333333|-1.154701|1|1|1|1.5|2|2|2|2|2
1993|23|"bwd_cits"|1854|4.592772|2.713873|11.53113|2.091439|0|1|2|3|4|6|8|15|24
1993|24|"bwd_cits"|891|4.530864|2.509734|9.328083|1.689145|0|1|2|3|4|6|8|13|24
1993|25|"bwd_cits"|2373|4.689001|2.7027|9.916556|1.91401|0|1|2|3|4|6|8|15|24
1993|26|"bwd_cits"|1874|4.55603|2.542602|9.227543|1.594701|0|0|2|3|4|6|8|13|27
1993|27|"bwd_cits"|1409|4.612491|2.625598|12.60701|2.191777|0|1|2|3|4|6|8|15|25
1993|28|"bwd_cits"|2183|4.132387|2.790315|68.33102|4.709014|0|0|2|2|4|5|7|13|57
1993|29|"bwd_cits"|2235|5.079642|3.152625|47.7526|3.733615|0|1|2|3|4|6|9|15|60
1993|30|"bwd_cits"|832|4.526443|2.688707|12.23495|2.045221|0|0|2|3|4|6|8|13|26
1993|31|"bwd_cits"|1987|4.975843|2.644499|7.861326|1.610918|0|1|2|3|4|6|8|14|21
1993|32|"bwd_cits"|2249|4.620275|2.441824|9.273647|1.718106|0|1|2|3|4|6|8|13|25
1993|33|"bwd_cits"|1046|4.851817|3.056726|47.45263|4.314841|0|1|2|3|4|6|8|15|48
1993|34|"bwd_cits"|1072|4.979477|3.135226|41.99145|4.132121|0|1|2|3|4|6|8|17|48
1993|35|"bwd_cits"|1997|5.179269|2.934473|17.8062|2.379093|0|1|2|3|5|6|8|16|41
1994|1|"bwd_cits"|3466|4.140508|2.395678|8.517194|1.631591|0|0|2|3|4|5|7|13|23
1994|2|"bwd_cits"|2653|4.294384|2.950387|27.71765|3.075809|0|0|2|2|4|5|8|15|45
1994|3|"bwd_cits"|1897|3.429099|2.326548|14.63179|2.138254|0|0|1|2|3|5|6|12|25
1994|4|"bwd_cits"|876|2.97032|2.26002|11.25084|1.885922|0|0|1|1|3|4|6|10|21
1994|5|"bwd_cits"|975|3.435897|2.208287|8.766465|1.726254|0|0|1|2|3|4|6|11|17
1994|6|"bwd_cits"|2522|2.892942|2.565222|16.11284|2.52537|0|0|0|1|2|4|6|12|31
1994|7|"bwd_cits"|58|4.189655|2.774931|3.484419|.6864921|0|0|1|2|4|6|7|12|12
1994|8|"bwd_cits"|1387|3.293439|2.404837|17.53645|2.32629|0|0|1|2|3|4|6|11|29
1994|9|"bwd_cits"|2530|4.011858|6.191093|573.5416|21.58561|0|0|1|2|3|5|7|14|180
1994|10|"bwd_cits"|2756|4.09434|2.535803|13.83454|2.054732|0|0|2|2|4|5|7|12|31
1994|11|"bwd_cits"|369|3.850949|2.392699|4.533796|.9309075|0|0|1|2|4|5|7|13|13
1994|12|"bwd_cits"|805|4.791304|2.805232|8.829011|1.485808|0|0|2|3|4|6|8|13|26
1994|13|"bwd_cits"|3057|5.435067|3.389976|158.907|7.130586|0|1|2|3|5|7|9|16|94
1994|14|"bwd_cits"|3128|3.634911|2.933822|92.8459|5.533599|0|0|1|2|3|5|7|13|69
1994|15|"bwd_cits"|2014|2.751241|2.843|143.2127|7.187953|0|0|0|1|2|4|6|11|68
1994|16|"bwd_cits"|2979|3.646861|3.236197|25.50916|3.206126|0|0|1|2|3|5|7|14|41
1994|17|"bwd_cits"|2445|3.882617|2.724481|50.03626|4.230073|0|0|1|2|3|5|7|13|50
1994|18|"bwd_cits"|614|4.571661|2.789618|9.63319|1.552669|0|0|2|3|4|6|8|13|26
1994|19|"bwd_cits"|2261|4.8682|4.298936|257.5549|11.11187|0|0|2|3|4|6|8|19|121
1994|20|"bwd_cits"|1342|4.315947|2.747657|19.51129|2.46203|0|0|2|3|4|6|7|13|35
1994|21|"bwd_cits"|1018|4.407662|3.033056|10.56813|1.833388|0|0|1|2|4|6|8|15|31
1994|22|"bwd_cits"|7|3.142857|1.214986|2.226327|-.8849041|1|1|1|2|4|4|4|4|4
1994|23|"bwd_cits"|1999|4.782391|2.863279|12.81298|2.140022|0|1|2|3|4|6|8|15|32
1994|24|"bwd_cits"|893|4.348264|2.264636|5.587549|1.156021|0|0|2|3|4|5|7|13|15
